0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.013974278367313537	0.0	0.0004930557227206047	0.034989548517517996	99.91966645005083
0.02	0.005	0.0	0.027601393720359944	0.0	0.0019543338131281585	0.03497910015599273	99.83939743489412
0.03	0.005	0.0	0.04088996914254373	0.0	0.004357534956592606	0.034968654914492255	99.75919290268682
0.04	0.005	0.0	0.05384841353667867	0.0	0.007677056727135077	0.03495821279208487	99.67905280162744
0.05	0.005	0.0	0.06648492688217958	0.0	0.011887974830691274	0.03494777378783919	99.59897707995619
0.06	0.005	0.0	0.07880750560655331	0.0	0.01696602404112251	0.03493733790082408	99.51896568595478
0.07	0.005	0.0	0.09082394732234823	0.0	0.022887581371422137	0.034926905130108696	99.43901856794655
0.08	0.005	0.0	0.10254185621955222	0.0	0.029629647139501582	0.03491647547476247	99.3591356742963
0.09	0.005	0.0	0.11396864729701091	0.0	0.03716983001738725	0.03490604893385509	99.27931695341032
0.1	0.005	0.0	0.12511155165929802	0.0	0.04548632850232351	0.03489562550645657	99.19956235373635
0.11	0.005	0.0	0.13597762071199743	0.0	0.05455791641751807	0.03488520519163716	99.11987182376356
0.12	0.005	0.0	0.14657373046190386	0.0	0.06436392763502587	0.034874787988467396	99.04024531202245
0.13	0.005	0.0	0.156906586669739	0.0	0.07488423865107086	0.0348643738960181	98.96068276708493
0.14	0.005	0.0	0.16698272794725075	0.0	0.08609925757807621	0.034853962913360376	98.88118413756419
0.15	0.005	0.0	0.17680853074940192	0.0	0.09798990694253183	0.034843555039565585	98.8017493721147
0.16	0.005	0.0	0.18639021347105264	0.0	0.11053761002628344	0.034833150273705385	98.72237841943219
0.17	0.005	0.0	0.19573383935911737	0.0	0.12372428042292434	0.034822748614851705	98.6430712282536
0.18	0.005	0.0	0.20484532147172568	0.0	0.13753230526807186	0.034812350062076745	98.56382774735705
0.19	0.005	0.0	0.21373042632137365	0.0	0.151944533231948	0.03480195461445299	98.48464792556182
0.2	0.005	0.0	0.2223947764839202	0.0	0.1669442651955901	0.034791562271053206	98.40553171172826
0.21	0.005	0.0	0.23084385503425162	0.0	0.18251523928767208	0.034781173030950414	98.32647905475787
0.22	0.005	0.0	0.2390830095325396	0.0	0.1986416179267218	0.034770786893217935	98.24748990359315
0.23	0.005	0.0	0.2471174541458968	0.0	0.21530798039732466	0.03476040385692936	98.16856420721764
0.24	0.005	0.0	0.25495227298648293	0.0	0.2324993113024469	0.03475002392115856	98.08970191465585
0.25	0.005	0.0	0.2625924250484845	0.0	0.2502009846709429	0.03473964708497966	98.01090297497323
0.26	0.005	0.0	0.27004274578566645	0.0	0.2683987587134366	0.034729273347467095	97.9321673372762
0.27	0.005	0.0	0.27730794982947327	0.0	0.28707876618357453	0.03471890270769555	97.853494950712
0.28	0.005	0.0	0.2843926351465728	0.0	0.3062275009238027	0.03470853516474001	97.77488576446876
